provider_ccn,provider_org_name,provider_street_address,provider_city,provider_state_abbreviation,provider_state_fips,provider_zip5,provider_ruca_code,provider_ruca_description,apc_code,apc_description,beneficiary_count,apc_services,average_total_submitted_charges,average_medicare_allowed_amount,average_medicare_payment_amount,outlier_services,average_medicare_outlier_amount
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,60,65,6887.57,1385.25,1095.09,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,18,18,7729.35,2265.59,1767.44,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,13,14,9695.72,3251.47,2590.6,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,15,16,14484.3,5621.03,4478.54,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5112,Level 2 Musculoskeletal Procedures,38,40,5945.97,1302.82,1021.89,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5113,Level 3 Musculoskeletal Procedures,48,48,10223.05,2718.81,2145.57,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5114,Level 4 Musculoskeletal Procedures,67,69,22098.15,6111.69,4837.5,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5115,Level 5 Musculoskeletal Procedures,86,88,79328.02,12215.84,10615.84,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5153,Level 3 Airway Endoscopy,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5154,Level 4 Airway Endoscopy,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5155,Level 5 Airway Endoscopy,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5163,Level 3 ENT Procedures,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5164,Level 4 ENT Procedures,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5165,Level 5 ENT Procedures,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5182,Level 2 Vascular Procedures,14,14,8677.89,1336.8,1037.87,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5183,Level 3 Vascular Procedures,22,28,10590.03,2580.79,1995.21,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5184,Level 4 Vascular Procedures,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5191,Level 1 Endovascular Procedures,58,58,16730.83,2740.74,1907.76,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5193,Level 3 Endovascular Procedures,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5222,Level 2 Pacemaker and Similar Procedures,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5223,Level 3 Pacemaker and Similar Procedures,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5302,Level 2 Upper GI Procedures,16,17,6734.14,1583.5,1248.7,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5303,Level 3 Upper GI Procedures,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5341,Abdominal/Peritoneal/Biliary and Related Procedures,15,15,20122.44,3349.96,2669.07,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5361,Level 1 Laparoscopy and Related Services,42,42,18137.03,4836.26,3827.98,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5362,Level 2 Laparoscopy and Related Services,15,15,33196.97,8140.63,6540.63,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5372,Level 2 Urology and Related Services,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5373,Level 3 Urology and Related Services,13,14,6734.41,1668.77,1299.27,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5374,Level 4 Urology and Related Services,41,45,11003.44,2977.73,2361.59,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5375,Level 5 Urology and Related Services,42,47,13652.24,4221.16,3317.23,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5376,Level 6 Urology and Related Services,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5414,Level 4 Gynecologic Procedures,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5415,Level 5 Gynecologic Procedures,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5431,Level 1 Nerve Procedures,25,27,5956.99,1700.1,1354.55,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5491,Level 1 Intraocular Procedures,302,516,6896.72,1962.03,1544.3,0,0.0
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5492,Level 2 Intraocular Procedures,,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,,,,,
010035,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,AL,01,35058,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",8011,Comprehensive Observation Services,271,284,17685.7,2266.1,1796.77,0,0.0
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,13,14,11310.4,1317.73,1031.01,0,0.0
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5112,Level 2 Musculoskeletal Procedures,15,16,12469.92,1260.22,1004.07,0,0.0
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5113,Level 3 Musculoskeletal Procedures,13,13,19843.65,2614.98,2083.47,0,0.0
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5114,Level 4 Musculoskeletal Procedures,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5115,Level 5 Musculoskeletal Procedures,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5182,Level 2 Vascular Procedures,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5183,Level 3 Vascular Procedures,15,15,11214.85,2617.01,2085.09,0,0.0
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5191,Level 1 Endovascular Procedures,11,11,23966.09,2447.93,1676.79,0,0.0
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5222,Level 2 Pacemaker and Similar Procedures,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5223,Level 3 Pacemaker and Similar Procedures,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5231,Level 1 ICD and Similar Procedures,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5302,Level 2 Upper GI Procedures,29,31,11289.0,1495.42,1183.59,0,0.0
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5313,Level 3 Lower GI Procedures,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5341,Abdominal/Peritoneal/Biliary and Related Procedures,11,11,14080.72,3111.72,2471.59,0,0.0
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5361,Level 1 Laparoscopy and Related Services,24,24,19604.53,4442.19,3507.49,0,0.0
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5362,Level 2 Laparoscopy and Related Services,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5372,Level 2 Urology and Related Services,11,11,13270.99,549.39,436.0,0,0.0
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5373,Level 3 Urology and Related Services,21,22,13557.17,1511.64,1172.22,0,0.0
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5374,Level 4 Urology and Related Services,68,84,27424.95,2744.01,2177.56,0,0.0
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5375,Level 5 Urology and Related Services,19,19,24171.2,3957.62,3118.02,0,0.0
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5414,Level 4 Gynecologic Procedures,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5415,Level 5 Gynecologic Procedures,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5431,Level 1 Nerve Procedures,,,,,,,
010036,Andalusia Health,849 South Three Notch Street,Andalusia,AL,01,36420,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5491,Level 1 Intraocular Procedures,126,196,10372.11,1874.72,1482.79,0,0.0
