state_abbr,county_name,hospital_name,city,wait_text,wait_minutes,detail_url,detail_name,detail_address,detail_city,detail_state,detail_zip,detail_phone,detail_hospital_type,detail_emergency_services,detail_mortality_overall_text,detail_mortality_overall_percent,detail_mortality_overall_direction,detail_mortality_heart_attack_percent,detail_mortality_stroke_percent,detail_mortality_heart_failure_percent,detail_mortality_pneumonia_percent,detail_c_diff_cases,detail_mrsa_cases,detail_avg_time_in_ed_minutes,detail_overall_patient_rating,detail_positive_patient_ratings,detail_negative_patient_ratings,source_url,scrape_ts,ed_minutes_rating,detail_overall_patient_rating_points,mortality_overall_contribution,total_quality_points,adj_total_heartattack,adj_total_stroke,adj_total_heartfailure,adj_total_pneu,lat,lon,full_address
NJ,Monmouth,Monmouth Medical Center,Long Branch,3h 15m,195.0,https://www.hospitalstats.org/hospital-ratings/monmouth-medical-center-long-branch-nj.htm,Monmouth Medical Center Ratings,300 Second Avenue,Long Branch,NJ,7740.0,(732) 222-5200,Acute Care Hospitals,YES,8% worse,8.0,worse,13.6,15.1,13.9,19.0,9.0,2.0,195.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Monmouth-County-NJ.htm,2025-10-18T18:11:17.123754+00:00,8,7,8% worse (±0),15,13,12,13,12,,,"300 Second Avenue, Long Branch, NJ 7740"
NJ,Monmouth,Jersey Shore University Medical Center,Neptune,3h 30m,210.0,https://www.hospitalstats.org/hospital-ratings/jersey-shore-university-medical-center-neptune-nj.htm,Jersey Shore University Medical Center Ratings,1945 State Route 33,Neptune,NJ,7753.0,(732) 775-5500,Acute Care Hospitals,YES,10% better,10.0,better,9.5,14.9,10.7,16.4,35.0,14.0,210.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Monmouth-County-NJ.htm,2025-10-18T18:11:17.123754+00:00,8,7,10% better (±1),16,15,14,14,13,,,"1945 State Route 33, Neptune, NJ 7753"
NJ,Ocean,Southern Ocean Medical Center,Manahawkin,2h 55m,175.0,https://www.hospitalstats.org/hospital-ratings/southern-ocean-medical-center-manahawkin-nj.htm,Southern Ocean Medical Center Ratings,1140 Rt 72 W,Manahawkin,NJ,8050.0,(609) 597-6011,Acute Care Hospitals,YES,1% better,1.0,better,13.3,12.4,12.5,18.0,1.0,5.0,175.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Ocean-County-NJ.htm,2025-10-18T18:11:24.752936+00:00,9,7,1% better (±0),16,14,14,14,13,,,"1140 Rt 72 W, Manahawkin, NJ 8050"
NM,Bernalillo,Lovelace Medical Center,Albuquerque,3h 3m,183.0,https://www.hospitalstats.org/hospital-ratings/lovelace-medical-center-albuquerque-nm.htm,Lovelace Medical Center Ratings,601 Dr Martin Luther King Jr Ave Ne,Albuquerque,NM,87102.0,(505) 727-8000,Acute Care Hospitals,YES,4% better,4.0,better,12.2,13.6,10.9,17.6,19.0,1.0,183.0,AVERAGE,Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Bernalillo-County-NM.htm,2025-10-18T18:11:47.401660+00:00,9,7,4% better (±0),16,14,14,14,13,,,"601 Drive Martin Luther King Jr Avenue Ne, Albuquerque, NM 87102"
NM,Mckinley,Crownpoint Phs Indian Hospital,Crownpoint,,,https://www.hospitalstats.org/hospital-ratings/crownpoint-phs-indian-hospital-crownpoint-nm.htm,Crownpoint Phs Indian Hospital Ratings,Junction Of Hwy 371,Crownpoint,NM,87313.0,(505) 786-5291,Acute Care Hospitals,YES,,,,,,,,0.0,0.0,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Mckinley-County-NM.htm,2025-10-18T18:12:18.249366+00:00,wait time rating not available,5,mortality not used,14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",,,"Junction Of Highway 371, Crownpoint, NM 87313"
NM,San Juan,Northern Navajo Medical Center,Shiprock,,,https://www.hospitalstats.org/hospital-ratings/northern-navajo-medical-center-shiprock-nm.htm,Northern Navajo Medical Center Ratings,Us Hwy 491 North,Shiprock,NM,87420.0,(505) 368-6001,Acute Care Hospitals,YES,3% worse,3.0,worse,,,12.5,18.3,1.0,0.0,,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/San-Juan-County-NM.htm,2025-10-18T18:12:29.075357+00:00,wait time rating not available,7,3% worse (±0),16,"no data for specific chief complaint, quality point remains at 16","no data for specific chief complaint, quality point remains at 16",14,13,,,"Us Highway 491 North, Shiprock, NM 87420"
NM,Socorro,Socorro General Hospital,Socorro,1h 51m,111.0,https://www.hospitalstats.org/hospital-ratings/socorro-general-hospital-socorro-nm.htm,Socorro General Hospital Ratings,1202 Highway 60 West,Socorro,NM,87801.0,(575) 835-1140,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,111.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,Nurses often fail to communicate; Doctors often fail to communicate with patients; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Socorro-County-NM.htm,2025-10-18T18:12:36.996155+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"1202 Highway 60 West, Socorro, NM 87801"
NV,Clark,Saint Rose Dominican Hospitals - Rose De Lima,Henderson,1h 58m,118.0,https://www.hospitalstats.org/hospital-ratings/saint-rose-dominican-hospitals--rose-de-lima-henderson-nv.htm,Saint Rose Dominican Hospitals - Rose De Lima Ratings,102 E Lake Mead Dr,Henderson,NV,89015.0,(702) 616-5000,Acute Care Hospitals,YES,,,,,,,,0.0,0.0,118.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Clark-County-NV.htm,2025-10-18T18:13:03.393894+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"102 E Lake Mead Drive, Henderson, NV 89015"
NV,Douglas,Carson Valley Health,Gardnerville,2h 0m,120.0,https://www.hospitalstats.org/hospital-ratings/carson-valley-health-gardnerville-nv.htm,Carson Valley Health Ratings,1107 Highway 395,Gardnerville,NV,89410.0,(775) 782-1500,Critical Access Hospitals,YES,14% better,14.0,better,,,11.0,15.4,,0.0,120.0,VERY GOOD,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Douglas-County-NV.htm,2025-10-18T18:13:05.370571+00:00,10,10,14% better (±1),21,"no data for specific chief complaint, quality point remains at 21","no data for specific chief complaint, quality point remains at 21",19,18,,,"1107 Highway 395, Gardnerville, NV 89410"
NV,Lander,Battle Mountain General Hospital,Batte Mtn,2h 0m,120.0,https://www.hospitalstats.org/hospital-ratings/battle-mountain-general-hospital-batte-mtn-nv.htm,Battle Mountain General Hospital Ratings,535 South Humboldt Street,Batte Mtn,NV,89820.0,(775) 635-2550,Critical Access Hospitals,YES,,,,,,,,,,120.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Lander-County-NV.htm,2025-10-18T18:13:11.353830+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"535 South Humboldt Street, Batte Mtn, NV 89820"
NV,Lincoln,Grover C Dils Medical Center,Caliente,2h 9m,129.0,https://www.hospitalstats.org/hospital-ratings/grover-c-dils-medical-center-caliente-nv.htm,Grover C Dils Medical Center Ratings,"700 N Spring St, Box 1010-C-Adm Bldg",Caliente,NV,89008.0,(775) 726-3171,Critical Access Hospitals,YES,,,,,,,,,,129.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Lincoln-County-NV.htm,2025-10-18T18:13:13.405948+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"700 N Spring Street, Box 1010-C-Adm Bldg, Caliente, NV 89008"
NV,Mineral,Mount Grant General Hospital,Hawthorne,1h 34m,94.0,https://www.hospitalstats.org/hospital-ratings/mount-grant-general-hospital-hawthorne-nv.htm,Mount Grant General Hospital Ratings,200 South A St,Hawthorne,NV,89415.0,(702) 945-2461,Critical Access Hospitals,YES,,,,,,,,,,94.0,POOR,Rooms and facilities are usually clean; Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Mineral-County-NV.htm,2025-10-18T18:13:17.436489+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"200 South A Street, Hawthorne, NV 89415"
NV,Washoe,Incline Village Community Hospital,Incline Village,1h 43m,103.0,https://www.hospitalstats.org/hospital-ratings/incline-village-community-hospital-incline-village-nv.htm,Incline Village Community Hospital Ratings,880 Alder Street,Incline Village,NV,89451.0,(775) 833-4100,Critical Access Hospitals,YES,,,,,,,,,,103.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Washoe-County-NV.htm,2025-10-18T18:13:28.969489+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"880 Alder Street, Incline Village, NV 89451"
NY,Albany,Albany Medical Center Hospital,Albany,6h 8m,368.0,https://www.hospitalstats.org/hospital-ratings/albany-medical-center-hospital-albany-ny.htm,Albany Medical Center Hospital Ratings,"43 New Scotland Avenue, Mail Code 34",Albany,NY,12208.0,(518) 262-2400,Acute Care Hospitals,YES,4% worse,4.0,worse,13.2,16.2,10.4,19.1,61.0,21.0,368.0,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/Albany-County-NY.htm,2025-10-18T18:13:33.794635+00:00,3,7,4% worse (±0),10,8,7,8,7,,,"43 New Scotland Avenue, Mail Code 34, Albany, NY 12208"
NY,Dutchess,Northern Dutchess Hospital,Rhinebeck,2h 47m,167.0,https://www.hospitalstats.org/hospital-ratings/northern-dutchess-hospital-rhinebeck-ny.htm,Northern Dutchess Hospital Ratings,6511 Springbrook Avenue,Rhinebeck,NY,12572.0,(845) 871-3391,Acute Care Hospitals,YES,10% better,10.0,better,13.1,12.3,9.9,16.0,1.0,0.0,167.0,VERY GOOD,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Dutchess-County-NY.htm,2025-10-18T18:14:10.370605+00:00,9,10,10% better (±1),20,18,18,19,17,,,"6511 Springbrook Avenue, Rhinebeck, NY 12572"
NY,Franklin,Adirondack Medical Center - Saranac Lake,Saranac Lake,1h 59m,119.0,https://www.hospitalstats.org/hospital-ratings/adirondack-medical-center--saranac-lake-saranac-lake-ny.htm,Adirondack Medical Center - Saranac Lake Ratings,"2233 State Route 86, Po Box 471",Saranac Lake,NY,12983.0,(518) 891-4141,Acute Care Hospitals,YES,13% worse,13.0,worse,,,15.0,19.6,4.0,0.0,119.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,,https://www.hospitalstats.org/ER-Wait-Time/Franklin-County-NY.htm,2025-10-18T18:14:24.730537+00:00,10,10,13% worse (±1),19,"no data for specific chief complaint, quality point remains at 19","no data for specific chief complaint, quality point remains at 19",17,16,,,"2233 State Route 86, Saranac Lake, NY 12983"
NY,Kings,Maimonides Medical Center,Brooklyn,3h 45m,225.0,https://www.hospitalstats.org/hospital-ratings/maimonides-medical-center-brooklyn-ny.htm,Maimonides Medical Center Ratings,4802 Tenth Avenue,Brooklyn,NY,11219.0,(718) 283-6000,Acute Care Hospitals,YES,28% better,28.0,better,10.0,11.4,7.9,14.7,56.0,21.0,225.0,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/Kings-County-NY.htm,2025-10-18T18:14:44.788102+00:00,7,7,28% better (±1),15,14,13,14,13,,,"4802 Tenth Avenue, Brooklyn, NY 11219"
NY,New York,Mount Sinai Beth Israel,New York,3h 34m,214.0,https://www.hospitalstats.org/hospital-ratings/mount-sinai-beth-israel-new-york-ny.htm,Mount Sinai Beth Israel Ratings,First Avenue At 16th Street,New York,NY,10003.0,(212) 420-2000,Acute Care Hospitals,YES,32% better,32.0,better,11.6,8.8,7.7,14.8,1.0,8.0,214.0,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/New-York-County-NY.htm,2025-10-18T18:15:20.260612+00:00,8,7,32% better (±2),17,15,16,16,15,,,"First Avenue At 16th Street, New York, NY 10003"
NY,New York,Mount Sinai Hospital,New York,3h 55m,235.0,https://www.hospitalstats.org/hospital-ratings/mount-sinai-hospital-new-york-ny.htm,Mount Sinai Hospital Ratings,One Gustave L Levy Place,New York,NY,10029.0,(212) 241-7981,Acute Care Hospitals,YES,22% better,22.0,better,11.5,10.9,8.9,15.1,103.0,32.0,235.0,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/New-York-County-NY.htm,2025-10-18T18:15:20.260612+00:00,7,7,22% better (±1),15,13,13,14,12,,,"One Gustave L Levy Place, New York, NY 10029"
