Hospital_Name,Address,City,State,ZIP,Top_Procedures
Cooperman Barnabas Medical Center,NJ,Livingston,94 Old Short Hills Road,07039,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Carewell Health Medical Center,NJ,East Orange,300 Central Ave,07018,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Intraocular Procedures
Monmouth Medical Center-Southern Campus,NJ,Lakewood,600 River Ave,08701,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Jefferson Stratford Hospital,NJ,Stratford,18 East Laurel Road,08084,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Salem Medical Center,NJ,Salem,310 Salem Woodstown Road,08079,Comprehensive Observation Services | Level 1 Intraocular Procedures | Level 1 Laparoscopy and Related Services
Capital Health Regional Medical Center,NJ,Trenton,750 Brunswick Ave,08638,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
Saint Michael's Medical Center,NJ,Newark,111 Central Avenue,07102,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Jfk University Medical Center,NJ,Edison,65 James Street,08820,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Robert Wood Johnson University Hospital Hamilton,NJ,Hamilton,One Hamilton Health Place,08690,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Centrastate Medical Center,NJ,Freehold,901 West Main Street,07728,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Bayshore Medical Center,NJ,Holmdel,727 N Beers St,07733,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Southern Ocean Medical Center,NJ,Manahawkin,1140 Rt 72 W,08050,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Hackettstown Medical Center,NJ,Hackettstown,651 Willow Grove St,07840,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Hudson Regional Hospital,NJ,Secaucus,55 Meadowlands Pkwy,07094,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
University Hospital,NJ,Newark,150 Bergen St,07103,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Hackensack Meridian Health Pascack Valley Medical,NJ,Westwood,250 Old Hook Road,07675,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Kessler Rehab Center,NJ,West Orange,1199 Pleasant Valley Way,07052,Level 2 Urology and Related Services | Level 3 Urology and Related Services | Level 4 Urology and Related Services
Unm Hospital,NM,Albuquerque,2211 Lomas Boulevard Ne,87106,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Christus St Vincent Regional Medical Center,NM,Santa Fe,455 St Michael's Drive,87505,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Alta Vista Regional Hospital,NM,Las Vegas,104 Legion Drive,87701,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Gerald Champion Regional Medical Center,NM,Alamogordo,2669 Scenic Drive,88310,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
San Juan Regional Medical Center Inc,NM,Farmington,801 West Maple Street,87401,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Eastern New Mexico Medical Center,NM,Roswell,405 W Country Club Road,88201,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Lovelace Medical Center,NM,Albuquerque,601 Dr Martin Luther King Jr Ave Ne,87102,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Presbyterian Espanola Hospital,NM,Espanola,1010 Spruce Street,87532,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Lovelace Women's Hospital,NM,Albuquerque,4701 Montgomery Boulevard Ne,87109,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Memorial Medical Center,NM,Las Cruces,2450 South Telshor Blvd,88011,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Presbyterian Hospital,NM,Albuquerque,1100 Central Avenue Se,87106,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Plains Regional Medical Center,NM,Clovis,"2100 N Martin Luther King, Jr, Blvd",88101,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Artesia General Hospital,NM,Artesia,702 N 13th Street,88210,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Los Alamos Medical Center,NM,Los Alamos,3917 West Road,87544,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Rehoboth Mckinley Christian Health Care Services,NM,Gallup,1901 Red Rock Drive,87301,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Carlsbad Medical Center,NM,Carlsbad,2430 West Pierce Street,88220,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Comprehensive Observation Services
Covenant Health Hobbs Hospital,NM,Hobbs,4900 N Lovington Highway,88240,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
Guadalupe County Hospital,NM,Santa Rosa,"117 Camino De Vida, Suite 100",88435,Comprehensive Observation Services | Level 1 Nerve Procedures
Lovelace Westside Hospital,NM,Albuquerque,10501 Golf Course Road Nw,87114,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Roosevelt General Hospital,NM,Portales,42121 Us Highway 70,88130,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Mountain View Regional Medical Center,NM,Las Cruces,4311 East Lohman Avenue,88011,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Lovelace Regional Hospital - Roswell,NM,Roswell,117 East 19th Street,88201,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Unm Sandoval Regional Medical Center,NM,Rio Rancho,3001 Broadmoor Blvd Ne,87144,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Presbyterian Santa Fe Medical Center,NM,Santa Fe,4801 Beckner Road,87507,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Three Crosses Regional Hospital Llc,NM,Las Cruces,2560 Samaritan Drive,88001,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Asc Of The Heart Institute,NM,Las Cruces,1250 N Sonoma Ranch Blvd,88011,Level 2 Electrophysiologic Procedures | Level 2 ICD and Similar Procedures | Level 3 Electrophysiologic Procedures
Lovelace Unm Rehabilitation Hospital,NM,Albuquerque,505 Elm Street Ne,87102,Level 1 Nerve Procedures | Level 2 Neurostimulator and Related Procedures
Kaleida Health,NY,Buffalo,100 High Street,14210,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
St Joseph's Medical Center,NY,Yonkers,127 South Broadway,10701,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Intraocular Procedures
Wyoming County Community Hospital,NY,Warsaw,400 North Main Street,14569,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Intraocular Procedures
Bronxcare Hospital Center,NY,Bronx,1276 Fulton Avenue,10456,Abdominal/Peritoneal/Biliary and Related Procedures | Level 1 Breast/Lymphatic Surgery and Related Procedures | Level 1 Endovascular Procedures
"Our Lady Of Lourdes Memorial Hospital, Inc",NY,Binghamton,169 Riverside Drive,13905,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Albany Medical Center Hospital,NY,Albany,"43 New Scotland Avenue, Mail Code 34",12208,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Jamaica Hospital Medical Center,NY,Jamaica,89th Avenue And Van Wyck Expressway,11418,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
"New York Community Hospital Of Brooklyn, Inc.",NY,Brooklyn,2525 Kings Highway,11229,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Vassar Brothers Medical Center,NY,Poughkeepsie,45 Reade Place,12601,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Mount Sinai Hospital,NY,New York,One Gustave L Levy Place,10029,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Nassau University Medical Center,NY,East Meadow,2201 Hempstead Turnpike,11554,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Richmond University Medical Center,NY,Staten Island,355 Bard Avenue,10310,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Newark-Wayne Community Hospital,NY,Newark,111 Driving Park Avenue,14513,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Chenango Memorial Hospital,NY,Norwich,179 North Broad Street,13815,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
South Shore University  Hospital,NY,Bay Shore,301 East Main Street,11706,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
"Mvhs, Inc",NY,Utica,111 Hospital Drive,13502,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Huntington Hospital,NY,Huntington,270 Park Avenue,11743,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Mount Sinai West,NY,New York,1000 Tenth Avenue,10019,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
St Mary's Healthcare,NY,Amsterdam,427 Guy Park Avenue,12010,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Northern Dutchess Hospital,NY,Rhinebeck,6511 Springbrook Avenue,12572,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
New York-Presbyterian/Queens,NY,Flushing,56-45 Main Street,11355,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Implantation Wireless PA Pressure Monitor
Brooklyn Hospital Center - Downtown Campus,NY,Brooklyn,121 Dekalb Avenue,11201,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
St Peter's Hospital,NY,Albany,315 South Manning Boulevard,12208,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Geneva General Hospital,NY,Geneva,196 -198 North Street,14456,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Montefiore Medical Center,NY,Bronx,111 East 210th Street,10467,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Niagara Falls Memorial Medical Center,NY,Niagara Falls,621 Tenth Street,14302,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
United Memorial Medical Center,NY,Batavia,127 North Street,14020,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
F F Thompson Hospital,NY,Canandaigua,350 Parrish Street,14424,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Sisters Of Charity Hospital,NY,Buffalo,2157 Main Street,14214,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Adirondack Medical Center - Saranac Lake,NY,Saranac Lake,"2233 State Route 86, Po Box 471",12983,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Lincoln Medical & Mental Health Center,NY,Bronx,234 East 149th Street,10451,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
The University Of Vermont Health Network-Alice Hy,NY,Malone,"133 Park Street, Po Box 729",12953,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Nerve Procedures
Aurelia Osborn Fox Memorial Hospital,NY,Oneonta,One Norton Avenue,13820,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Montefiore Mount Vernon Hospital,NY,Mount Vernon,12 North 7th Avenue,10550,Abdominal/Peritoneal/Biliary and Related Procedures | Level 2 Excision/ Biopsy/ Incision and Drainage | Level 2 Musculoskeletal Procedures
Arnot Ogden Medical Center,NY,Elmira,600 Roe Avenue,14905,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Columbia Memorial Hospital,NY,Hudson,71 Prospect Avenue,12534,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
