hospital_name,__key,detail_url,detail_name,detail_address,detail_city,detail_state,detail_zip,detail_phone,detail_hospital_type,detail_emergency_services,detail_mortality_overall_text,detail_mortality_overall_percent,detail_mortality_overall_direction,detail_mortality_heart_attack_percent,detail_mortality_stroke_percent,detail_mortality_heart_failure_percent,detail_mortality_pneumonia_percent,detail_c_diff_cases,detail_mrsa_cases,detail_avg_time_in_ed_minutes,detail_overall_patient_rating,detail_positive_patient_ratings,detail_negative_patient_ratings,State,County,ed_minutes_rating,detail_overall_patient_rating_points,mortality_overall_contribution,total_quality_points,adj_total_heartattack,adj_total_stroke,adj_total_heartfailure,adj_total_pneu
Centracare Health System - Long Prairie,centracare health system - long prairie,https://www.hospitalstats.org/hospital-ratings/centracare-health-system--long-prairie-long-prairie-mn.htm,Centracare Health System - Long Prairie Ratings,50 Centracare Drive,Long Prairie,MN,56347,(320) 732-2141,Critical Access Hospitals,YES,,,,,,,,1.0,0.0,119.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,,MN,Todd,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Sanford Wheaton Medical Center,sanford wheaton medical center,https://www.hospitalstats.org/hospital-ratings/sanford-wheaton-medical-center-wheaton-mn.htm,Sanford Wheaton Medical Center Ratings,401 12th Street North,Wheaton,MN,56296,(320) 563-8226,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,105.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,MN,Traverse,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
St Elizabeth Medical Center,st elizabeth medical center,https://www.hospitalstats.org/hospital-ratings/st-elizabeth-medical-center-wabasha-mn.htm,St Elizabeth Medical Center Ratings,1200 Grant Blvd W,Wabasha,MN,55981,(651) 565-4531,Critical Access Hospitals,YES,,,,,,,,,,86.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,,MN,Wabasha,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Mayo Clinic Health System - Lake City,mayo clinic health system - lake city,https://www.hospitalstats.org/hospital-ratings/mayo-clinic-health-system--lake-city-lake-city-mn.htm,Mayo Clinic Health System - Lake City Ratings,500 West Grant Street,Lake City,MN,55041,(651) 345-5955,Critical Access Hospitals,YES,,,,,,,,2.0,1.0,102.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,,MN,Wabasha,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Astera Health,astera health,https://www.hospitalstats.org/hospital-ratings/astera-health-wadena-mn.htm,Astera Health Ratings,421 11th Street Nw,Wadena,MN,56482,(218) 631-7489,Critical Access Hospitals,YES,9% worse,9.0,worse,,,14.3,18.6,4.0,0.0,135.0,VERY GOOD,Rooms and facilities are usually clean; Rooms were often quiet at night,,MN,Wadena,wait time rating not available,10,9% worse (±0),10,"no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10",8,7
Mayo Clinic Health System - Waseca,mayo clinic health system - waseca,https://www.hospitalstats.org/hospital-ratings/mayo-clinic-health-system--waseca-waseca-mn.htm,Mayo Clinic Health System - Waseca Ratings,501 North State Street,Waseca,MN,56093,(507) 835-1210,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,97.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,,MN,Waseca,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Lakeview Memorial Hospital,lakeview memorial hospital,https://www.hospitalstats.org/hospital-ratings/lakeview-memorial-hospital-stillwater-mn.htm,Lakeview Memorial Hospital Ratings,927 West Churchill Street,Stillwater,MN,55082,(651) 430-4509,Acute Care Hospitals,YES,0% better,0.0,better,,12.9,11.3,19.5,5.0,0.0,158.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean,,MN,Washington,wait time rating not available,10,0% better (±0),10,"no data for specific chief complaint, quality point remains at 10",8,8,7
M Health Fairview Woodwinds Hospital,m health fairview woodwinds hospital,https://www.hospitalstats.org/hospital-ratings/m-health-fairview-woodwinds-hospital-woodbury-mn.htm,M Health Fairview Woodwinds Hospital Ratings,1925 Woodwinds Drive,Woodbury,MN,55125,(952) 892-2101,Acute Care Hospitals,YES,15% better,15.0,better,,,8.6,17.6,5.0,0.0,169.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,MN,Washington,wait time rating not available,7,15% better (±1),8,"no data for specific chief complaint, quality point remains at 8","no data for specific chief complaint, quality point remains at 8",7,5
Mayo Clinic Health System - St James,mayo clinic health system - st james,https://www.hospitalstats.org/hospital-ratings/mayo-clinic-health-system--st-james-st-james-mn.htm,Mayo Clinic Health System - St James Ratings,1101 Moulton And Parsons Drive,St James,MN,56081,(507) 375-8601,Critical Access Hospitals,YES,,,,,,,,2.0,0.0,108.0,POOR,,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,MN,Watonwan,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
Madelia Health,madelia health,https://www.hospitalstats.org/hospital-ratings/madelia-health-madelia-mn.htm,Madelia Health Ratings,121 Drew Avenue Southeast,Madelia,MN,56062,(507) 642-3255,Critical Access Hospitals,YES,,,,,,,,0.0,,134.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,,MN,Watonwan,wait time rating not available,5,mortality not used,5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5"
St Francis Medical Center,st francis medical center,https://www.hospitalstats.org/hospital-ratings/st-francis-medical-center-breckenridge-mn.htm,St Francis Medical Center Ratings,2400 St Francis Drive,Breckenridge,MN,56520,(218) 643-3000,Critical Access Hospitals,YES,9% worse,9.0,worse,,,14.7,18.3,0.0,0.0,118.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean; Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients,MN,Wilkin,wait time rating not available,5,9% worse (±0),5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5",3,2
Winona Health Services,winona health services,https://www.hospitalstats.org/hospital-ratings/winona-health-services-winona-mn.htm,Winona Health Services Ratings,855 Mankato Avenue,Winona,MN,55987,(507) 454-3650,Acute Care Hospitals,YES,11% worse,11.0,worse,,,14.7,18.9,4.0,0.0,141.0,AVERAGE,Nurses usually take time to communicate well,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,MN,Winona,wait time rating not available,7,11% worse (±1),6,"no data for specific chief complaint, quality point remains at 6","no data for specific chief complaint, quality point remains at 6",4,3
Centracare Health - Monticello,centracare health - monticello,https://www.hospitalstats.org/hospital-ratings/centracare-health--monticello-monticello-mn.htm,Centracare Health - Monticello Ratings,1013 Hart Boulevard,Monticello,MN,55362,(763) 295-2945,Critical Access Hospitals,YES,,,,,,,,2.0,0.0,130.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,,MN,Wright,wait time rating not available,10,mortality not used,10,"no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10"
Northeast Regional Medical Center,northeast regional medical center,https://www.hospitalstats.org/hospital-ratings/northeast-regional-medical-center-kirksville-mo.htm,Northeast Regional Medical Center Ratings,315 S Osteopathy,Kirksville,MO,63501,(660) 785-1000,Acute Care Hospitals,YES,3% worse,3.0,worse,,,12.4,18.4,0.0,0.0,158.0,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,MO,Adair,wait time rating not available,7,3% worse (±0),7,"no data for specific chief complaint, quality point remains at 7","no data for specific chief complaint, quality point remains at 7",5,4
Mercy Hospital - Cassville,mercy hospital - cassville,https://www.hospitalstats.org/hospital-ratings/mercy-hospital--cassville-cassville-mo.htm,Mercy Hospital - Cassville Ratings,94 Main Street,Cassville,MO,65625,(417) 847-6065,Critical Access Hospitals,YES,5% worse,5.0,worse,,,,19.2,2.0,0.0,110.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean,,MO,Barry,wait time rating not available,5,5% worse (±0),5,"no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5","no data for specific chief complaint, quality point remains at 5",2
Cox Monett Hospital,cox monett hospital,https://www.hospitalstats.org/hospital-ratings/cox-monett-hospital-monett-mo.htm,Cox Monett Hospital Ratings,1000 E Us Highway 60,Monett,MO,65708,(417) 354-1400,Critical Access Hospitals,YES,,,,,,,,0.0,0.0,124.0,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,,MO,Barry,wait time rating not available,10,mortality not used,10,"no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10","no data for specific chief complaint, quality point remains at 10"
